,path,emotion
1005,speech_emotion/data/training\Actor_20\20_01_01_01_dogs-sitting_neutral.wav,neutral
1006,speech_emotion/data/training\Actor_20\20_01_01_01_kids-talking_neutral.wav,neutral
1007,speech_emotion/data/training\Actor_20\20_01_01_02_dogs-sitting_neutral.wav,neutral
1008,speech_emotion/data/training\Actor_20\20_01_01_02_kids-talking_neutral.wav,neutral
1009,speech_emotion/data/training\Actor_21\03-02-01-01-01-01-21_neutral.wav,neutral
1010,speech_emotion/data/training\Actor_21\03-02-01-01-01-02-21_neutral.wav,neutral
1011,speech_emotion/data/training\Actor_21\03-02-01-01-02-01-21_neutral.wav,neutral
1012,speech_emotion/data/training\Actor_21\03-02-01-01-02-02-21_neutral.wav,neutral
1013,speech_emotion/data/training\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,neutral
1014,speech_emotion/data/training\Actor_21\21_01_01_01_kids-talking_neutral.wav,neutral
1015,speech_emotion/data/training\Actor_21\21_01_01_02_dogs-sitting_neutral.wav,neutral
1016,speech_emotion/data/training\Actor_21\21_01_01_02_kids-talking_neutral.wav,neutral
1017,speech_emotion/data/training\Actor_22\03-02-01-01-01-01-22_neutral.wav,neutral
1018,speech_emotion/data/training\Actor_22\03-02-01-01-01-02-22_neutral.wav,neutral
1019,speech_emotion/data/training\Actor_22\03-02-01-01-02-01-22_neutral.wav,neutral
1020,speech_emotion/data/training\Actor_22\03-02-01-01-02-02-22_neutral.wav,neutral
1021,speech_emotion/data/training\Actor_22\22_01_01_01_dogs-sitting_neutral.wav,neutral
1022,speech_emotion/data/training\Actor_22\22_01_01_01_kids-talking_neutral.wav,neutral
1023,speech_emotion/data/training\Actor_22\22_01_01_02_dogs-sitting_neutral.wav,neutral
1024,speech_emotion/data/training\Actor_22\22_01_01_02_kids-talking_neutral.wav,neutral
1025,speech_emotion/data/training\Actor_23\03-02-01-01-01-01-23_neutral.wav,neutral
1026,speech_emotion/data/training\Actor_23\03-02-01-01-01-02-23_neutral.wav,neutral
1027,speech_emotion/data/training\Actor_23\03-02-01-01-02-01-23_neutral.wav,neutral
1028,speech_emotion/data/training\Actor_23\03-02-01-01-02-02-23_neutral.wav,neutral
1029,speech_emotion/data/training\Actor_23\23_01_01_01_dogs-sitting_neutral.wav,neutral
1030,speech_emotion/data/training\Actor_23\23_01_01_01_kids-talking_neutral.wav,neutral
1031,speech_emotion/data/training\Actor_23\23_01_01_02_dogs-sitting_neutral.wav,neutral
1032,speech_emotion/data/training\Actor_23\23_01_01_02_kids-talking_neutral.wav,neutral
1033,speech_emotion/data/training\Actor_24\03-02-01-01-01-01-24_neutral.wav,neutral
1034,speech_emotion/data/training\Actor_24\03-02-01-01-01-02-24_neutral.wav,neutral
1035,speech_emotion/data/training\Actor_24\03-02-01-01-02-01-24_neutral.wav,neutral
1036,speech_emotion/data/training\Actor_24\03-02-01-01-02-02-24_neutral.wav,neutral
1037,speech_emotion/data/training\Actor_24\24_01_01_01_dogs-sitting_neutral.wav,neutral
1038,speech_emotion/data/training\Actor_24\24_01_01_01_kids-talking_neutral.wav,neutral
1039,speech_emotion/data/training\Actor_24\24_01_01_02_dogs-sitting_neutral.wav,neutral
1040,speech_emotion/data/training\Actor_24\24_01_01_02_kids-talking_neutral.wav,neutral
1041,speech_emotion/data/training\Actor_24\24_02_01_01_dogs-sitting_neutral.wav,neutral
1042,speech_emotion/data/training\Actor_24\24_02_01_01_kids-talking_neutral.wav,neutral
1043,speech_emotion/data/training\Actor_24\24_02_01_02_dogs-sitting_neutral.wav,neutral
1044,speech_emotion/data/training\Actor_24\24_02_01_02_kids-talking_neutral.wav,neutral
1045,speech_emotion/data/training\Actor_25\25_01_01_01_fat_neutral.wav,neutral
1046,speech_emotion/data/training\Actor_25\25_01_01_01_fit_neutral.wav,neutral
1047,speech_emotion/data/training\Actor_25\25_01_01_01_five_neutral.wav,neutral
1048,speech_emotion/data/training\Actor_25\25_01_01_01_food_neutral.wav,neutral
1049,speech_emotion/data/training\Actor_25\25_01_01_01_gap_neutral.wav,neutral
1050,speech_emotion/data/training\Actor_25\25_01_01_01_gas_neutral.wav,neutral
1051,speech_emotion/data/training\Actor_25\25_01_01_01_gaze_neutral.wav,neutral
1052,speech_emotion/data/training\Actor_25\25_01_01_01_germ_neutral.wav,neutral
1053,speech_emotion/data/training\Actor_25\25_01_01_01_get_neutral.wav,neutral
1054,speech_emotion/data/training\Actor_25\25_01_01_01_gin_neutral.wav,neutral
1055,speech_emotion/data/training\Actor_25\25_01_01_01_goal_neutral.wav,neutral
1056,speech_emotion/data/training\Actor_25\25_01_01_01_good_neutral.wav,neutral
1057,speech_emotion/data/training\Actor_25\25_01_01_01_goose_neutral.wav,neutral
1058,speech_emotion/data/training\Actor_25\25_01_01_01_gun_neutral.wav,neutral
1059,speech_emotion/data/training\Actor_25\25_01_01_01_half_neutral.wav,neutral
1060,speech_emotion/data/training\Actor_25\25_01_01_01_hall_neutral.wav,neutral
1061,speech_emotion/data/training\Actor_25\25_01_01_01_hash_neutral.wav,neutral
1062,speech_emotion/data/training\Actor_25\25_01_01_01_hate_neutral.wav,neutral
1063,speech_emotion/data/training\Actor_25\25_01_01_01_have_neutral.wav,neutral
1064,speech_emotion/data/training\Actor_25\25_01_01_01_haze_neutral.wav,neutral
1065,speech_emotion/data/training\Actor_25\25_01_01_01_hire_neutral.wav,neutral
1066,speech_emotion/data/training\Actor_25\25_01_01_01_hit_neutral.wav,neutral
1067,speech_emotion/data/training\Actor_25\25_01_01_01_hole_neutral.wav,neutral
1068,speech_emotion/data/training\Actor_25\25_01_01_01_home_neutral.wav,neutral
1069,speech_emotion/data/training\Actor_25\25_01_01_01_hurl_neutral.wav,neutral
1070,speech_emotion/data/training\Actor_25\25_01_01_01_hush_neutral.wav,neutral
1071,speech_emotion/data/training\Actor_25\25_01_01_01_jail_neutral.wav,neutral
1072,speech_emotion/data/training\Actor_25\25_01_01_01_jar_neutral.wav,neutral
1073,speech_emotion/data/training\Actor_25\25_01_01_01_join_neutral.wav,neutral
1074,speech_emotion/data/training\Actor_25\25_01_01_01_judge_neutral.wav,neutral
1075,speech_emotion/data/training\Actor_25\25_01_01_01_jug_neutral.wav,neutral
1076,speech_emotion/data/training\Actor_25\25_01_01_01_juice_neutral.wav,neutral
1077,speech_emotion/data/training\Actor_25\25_01_01_01_keen_neutral.wav,neutral
1078,speech_emotion/data/training\Actor_25\25_01_01_01_keep_neutral.wav,neutral
1079,speech_emotion/data/training\Actor_25\25_01_01_01_keg_neutral.wav,neutral
1080,speech_emotion/data/training\Actor_25\25_01_01_01_kick_neutral.wav,neutral
1081,speech_emotion/data/training\Actor_25\25_01_01_01_kill_neutral.wav,neutral
1082,speech_emotion/data/training\Actor_25\25_01_01_01_king_neutral.wav,neutral
1083,speech_emotion/data/training\Actor_25\25_01_01_01_kite_neutral.wav,neutral
1084,speech_emotion/data/training\Actor_25\25_01_01_01_knock_neutral.wav,neutral
1085,speech_emotion/data/training\Actor_25\25_01_01_01_late_neutral.wav,neutral
1086,speech_emotion/data/training\Actor_25\25_01_01_01_laud_neutral.wav,neutral
1087,speech_emotion/data/training\Actor_25\25_01_01_01_lean_neutral.wav,neutral
1088,speech_emotion/data/training\Actor_25\25_01_01_01_learn_neutral.wav,neutral
1089,speech_emotion/data/training\Actor_25\25_01_01_01_lease_neutral.wav,neutral
1090,speech_emotion/data/training\Actor_25\25_01_01_01_lid_neutral.wav,neutral
1091,speech_emotion/data/training\Actor_25\25_01_01_01_life_neutral.wav,neutral
1092,speech_emotion/data/training\Actor_25\25_01_01_01_limb_neutral.wav,neutral
1093,speech_emotion/data/training\Actor_25\25_01_01_01_live_neutral.wav,neutral
1094,speech_emotion/data/training\Actor_25\25_01_01_01_loaf_neutral.wav,neutral
1095,speech_emotion/data/training\Actor_25\25_01_01_01_long_neutral.wav,neutral
1096,speech_emotion/data/training\Actor_25\25_01_01_01_lore_neutral.wav,neutral
1097,speech_emotion/data/training\Actor_25\25_01_01_01_lose_neutral.wav,neutral
1098,speech_emotion/data/training\Actor_25\25_01_01_01_lot_neutral.wav,neutral
1099,speech_emotion/data/training\Actor_25\25_01_01_01_love_neutral.wav,neutral
1100,speech_emotion/data/training\Actor_25\25_01_01_01_luck_neutral.wav,neutral
1101,speech_emotion/data/training\Actor_25\25_01_01_01_make_neutral.wav,neutral
1102,speech_emotion/data/training\Actor_25\25_01_01_01_match_neutral.wav,neutral
1103,speech_emotion/data/training\Actor_25\25_01_01_01_merge_neutral.wav,neutral
1104,speech_emotion/data/training\Actor_25\25_01_01_01_mess_neutral.wav,neutral
1105,speech_emotion/data/training\Actor_25\25_01_01_01_met_neutral.wav,neutral
1106,speech_emotion/data/training\Actor_25\25_01_01_01_mill_neutral.wav,neutral
1107,speech_emotion/data/training\Actor_25\25_01_01_01_mob_neutral.wav,neutral
1108,speech_emotion/data/training\Actor_25\25_01_01_01_mode_neutral.wav,neutral
1109,speech_emotion/data/training\Actor_25\25_01_01_01_mood_neutral.wav,neutral
1110,speech_emotion/data/training\Actor_25\25_01_01_01_moon_neutral.wav,neutral
1111,speech_emotion/data/training\Actor_25\25_01_01_01_mop_neutral.wav,neutral
1112,speech_emotion/data/training\Actor_25\25_01_01_01_mouse_neutral.wav,neutral
1113,speech_emotion/data/training\Actor_25\25_01_01_01_nag_neutral.wav,neutral
1114,speech_emotion/data/training\Actor_25\25_01_01_01_name_neutral.wav,neutral
1115,speech_emotion/data/training\Actor_25\25_01_01_01_near_neutral.wav,neutral
1116,speech_emotion/data/training\Actor_25\25_01_01_01_neat_neutral.wav,neutral
1117,speech_emotion/data/training\Actor_25\25_01_01_01_nice_neutral.wav,neutral
1118,speech_emotion/data/training\Actor_25\25_01_01_01_note_neutral.wav,neutral
1119,speech_emotion/data/training\Actor_25\25_01_01_01_numb_neutral.wav,neutral
1120,speech_emotion/data/training\Actor_25\25_01_01_01_pad_neutral.wav,neutral
1121,speech_emotion/data/training\Actor_25\25_01_01_01_page_neutral.wav,neutral
1122,speech_emotion/data/training\Actor_25\25_01_01_01_pain_neutral.wav,neutral
1123,speech_emotion/data/training\Actor_25\25_01_01_01_pass_neutral.wav,neutral
1124,speech_emotion/data/training\Actor_25\25_01_01_01_pearl_neutral.wav,neutral
1125,speech_emotion/data/training\Actor_25\25_01_01_01_peg_neutral.wav,neutral
1126,speech_emotion/data/training\Actor_25\25_01_01_01_perch_neutral.wav,neutral
1127,speech_emotion/data/training\Actor_25\25_01_01_01_phone_neutral.wav,neutral
1128,speech_emotion/data/training\Actor_25\25_01_01_01_pick_neutral.wav,neutral
1129,speech_emotion/data/training\Actor_25\25_01_01_01_pike_neutral.wav,neutral
1130,speech_emotion/data/training\Actor_25\25_01_01_01_pole_neutral.wav,neutral
1131,speech_emotion/data/training\Actor_25\25_01_01_01_pool_neutral.wav,neutral
1132,speech_emotion/data/training\Actor_25\25_01_01_01_puff_neutral.wav,neutral
1133,speech_emotion/data/training\Actor_25\25_01_01_01_rag_neutral.wav,neutral
1134,speech_emotion/data/training\Actor_25\25_01_01_01_raid_neutral.wav,neutral
1135,speech_emotion/data/training\Actor_25\25_01_01_01_rain_neutral.wav,neutral
1136,speech_emotion/data/training\Actor_25\25_01_01_01_raise_neutral.wav,neutral
1137,speech_emotion/data/training\Actor_25\25_01_01_01_rat_neutral.wav,neutral
1138,speech_emotion/data/training\Actor_25\25_01_01_01_reach_neutral.wav,neutral
1139,speech_emotion/data/training\Actor_25\25_01_01_01_read_neutral.wav,neutral
1140,speech_emotion/data/training\Actor_25\25_01_01_01_red_neutral.wav,neutral
1141,speech_emotion/data/training\Actor_25\25_01_01_01_ring_neutral.wav,neutral
1142,speech_emotion/data/training\Actor_25\25_01_01_01_ripe_neutral.wav,neutral
1143,speech_emotion/data/training\Actor_25\25_01_01_01_road_neutral.wav,neutral
1144,speech_emotion/data/training\Actor_25\25_01_01_01_room_neutral.wav,neutral
1145,speech_emotion/data/training\Actor_25\25_01_01_01_rose_neutral.wav,neutral
1146,speech_emotion/data/training\Actor_25\25_01_01_01_rot_neutral.wav,neutral
1147,speech_emotion/data/training\Actor_25\25_01_01_01_rough_neutral.wav,neutral
1148,speech_emotion/data/training\Actor_25\25_01_01_01_rush_neutral.wav,neutral
1149,speech_emotion/data/training\Actor_25\25_01_01_01_said_neutral.wav,neutral
1150,speech_emotion/data/training\Actor_25\25_01_01_01_sail_neutral.wav,neutral
1151,speech_emotion/data/training\Actor_25\25_01_01_01_search_neutral.wav,neutral
1152,speech_emotion/data/training\Actor_25\25_01_01_01_seize_neutral.wav,neutral
1153,speech_emotion/data/training\Actor_25\25_01_01_01_sell_neutral.wav,neutral
1154,speech_emotion/data/training\Actor_25\25_01_01_01_shack_neutral.wav,neutral
1155,speech_emotion/data/training\Actor_25\25_01_01_01_shall_neutral.wav,neutral
1156,speech_emotion/data/training\Actor_25\25_01_01_01_shawl_neutral.wav,neutral
1157,speech_emotion/data/training\Actor_25\25_01_01_01_sheep_neutral.wav,neutral
1158,speech_emotion/data/training\Actor_25\25_01_01_01_shirt_neutral.wav,neutral
1159,speech_emotion/data/training\Actor_25\25_01_01_01_should_neutral.wav,neutral
1160,speech_emotion/data/training\Actor_25\25_01_01_01_shout_neutral.wav,neutral
1161,speech_emotion/data/training\Actor_25\25_01_01_01_size_neutral.wav,neutral
1162,speech_emotion/data/training\Actor_25\25_01_01_01_soap_neutral.wav,neutral
1163,speech_emotion/data/training\Actor_25\25_01_01_01_soup_neutral.wav,neutral
1164,speech_emotion/data/training\Actor_25\25_01_01_01_sour_neutral.wav,neutral
1165,speech_emotion/data/training\Actor_25\25_01_01_01_south_neutral.wav,neutral
1166,speech_emotion/data/training\Actor_25\25_01_01_01_sub_neutral.wav,neutral
1167,speech_emotion/data/training\Actor_25\25_01_01_01_such_neutral.wav,neutral
1168,speech_emotion/data/training\Actor_25\25_01_01_01_sure_neutral.wav,neutral
1169,speech_emotion/data/training\Actor_25\25_01_01_01_take_neutral.wav,neutral
1170,speech_emotion/data/training\Actor_25\25_01_01_01_talk_neutral.wav,neutral
1171,speech_emotion/data/training\Actor_25\25_01_01_01_tape_neutral.wav,neutral
1172,speech_emotion/data/training\Actor_25\25_01_01_01_team_neutral.wav,neutral
1173,speech_emotion/data/training\Actor_25\25_01_01_01_tell_neutral.wav,neutral
1174,speech_emotion/data/training\Actor_25\25_01_01_01_thin_neutral.wav,neutral
1175,speech_emotion/data/training\Actor_25\25_01_01_01_third_neutral.wav,neutral
1176,speech_emotion/data/training\Actor_25\25_01_01_01_thought_neutral.wav,neutral
1177,speech_emotion/data/training\Actor_25\25_01_01_01_thumb_neutral.wav,neutral
1178,speech_emotion/data/training\Actor_25\25_01_01_01_time_neutral.wav,neutral
1179,speech_emotion/data/training\Actor_25\25_01_01_01_tip_neutral.wav,neutral
1180,speech_emotion/data/training\Actor_25\25_01_01_01_tire_neutral.wav,neutral
1181,speech_emotion/data/training\Actor_25\25_01_01_01_ton_neutral.wav,neutral
1182,speech_emotion/data/training\Actor_25\25_01_01_01_tool_neutral.wav,neutral
1183,speech_emotion/data/training\Actor_25\25_01_01_01_tough_neutral.wav,neutral
1184,speech_emotion/data/training\Actor_25\25_01_01_01_turn_neutral.wav,neutral
1185,speech_emotion/data/training\Actor_25\25_01_01_01_vine_neutral.wav,neutral
1186,speech_emotion/data/training\Actor_25\25_01_01_01_voice_neutral.wav,neutral
1187,speech_emotion/data/training\Actor_25\25_01_01_01_void_neutral.wav,neutral
1188,speech_emotion/data/training\Actor_25\25_01_01_01_vote_neutral.wav,neutral
1189,speech_emotion/data/training\Actor_25\25_01_01_01_wag_neutral.wav,neutral
1190,speech_emotion/data/training\Actor_25\25_01_01_01_walk_neutral.wav,neutral
1191,speech_emotion/data/training\Actor_25\25_01_01_01_wash_neutral.wav,neutral
1192,speech_emotion/data/training\Actor_25\25_01_01_01_week_neutral.wav,neutral
1193,speech_emotion/data/training\Actor_25\25_01_01_01_wheat_neutral.wav,neutral
1194,speech_emotion/data/training\Actor_25\25_01_01_01_when_neutral.wav,neutral
1195,speech_emotion/data/training\Actor_25\25_01_01_01_which_neutral.wav,neutral
1196,speech_emotion/data/training\Actor_25\25_01_01_01_whip_neutral.wav,neutral
1197,speech_emotion/data/training\Actor_25\25_01_01_01_white_neutral.wav,neutral
1198,speech_emotion/data/training\Actor_25\25_01_01_01_wife_neutral.wav,neutral
1199,speech_emotion/data/training\Actor_25\25_01_01_01_wire_neutral.wav,neutral
1200,speech_emotion/data/training\Actor_25\25_01_01_01_witch_neutral.wav,neutral
1201,speech_emotion/data/training\Actor_25\25_01_01_01_yearn_neutral.wav,neutral
1202,speech_emotion/data/training\Actor_25\25_01_01_01_yes_neutral.wav,neutral
1203,speech_emotion/data/training\Actor_25\25_01_01_01_young_neutral.wav,neutral
1204,speech_emotion/data/training\Actor_25\25_01_01_01_youth_neutral.wav,neutral
1205,speech_emotion/data/training\Actor_26\26_01_01_01_back_neutral.wav,neutral
1206,speech_emotion/data/training\Actor_26\26_01_01_01_bar_neutral.wav,neutral
1207,speech_emotion/data/training\Actor_26\26_01_01_01_base_neutral.wav,neutral
1208,speech_emotion/data/training\Actor_26\26_01_01_01_bath_neutral.wav,neutral
1209,speech_emotion/data/training\Actor_26\26_01_01_01_bean_neutral.wav,neutral
1210,speech_emotion/data/training\Actor_26\26_01_01_01_beg_neutral.wav,neutral
1211,speech_emotion/data/training\Actor_26\26_01_01_01_bite_neutral.wav,neutral
1212,speech_emotion/data/training\Actor_26\26_01_01_01_boat_neutral.wav,neutral
1213,speech_emotion/data/training\Actor_26\26_01_01_01_bone_neutral.wav,neutral
1214,speech_emotion/data/training\Actor_26\26_01_01_01_book_neutral.wav,neutral
1215,speech_emotion/data/training\Actor_26\26_01_01_01_bought_neutral.wav,neutral
1216,speech_emotion/data/training\Actor_26\26_01_01_01_burn_neutral.wav,neutral
1217,speech_emotion/data/training\Actor_26\26_01_01_01_cab_neutral.wav,neutral
1218,speech_emotion/data/training\Actor_26\26_01_01_01_calm_neutral.wav,neutral
1219,speech_emotion/data/training\Actor_26\26_01_01_01_came_neutral.wav,neutral
1220,speech_emotion/data/training\Actor_26\26_01_01_01_cause_neutral.wav,neutral
1221,speech_emotion/data/training\Actor_26\26_01_01_01_chain_neutral.wav,neutral
1222,speech_emotion/data/training\Actor_26\26_01_01_01_chair_neutral.wav,neutral
1223,speech_emotion/data/training\Actor_26\26_01_01_01_chalk_neutral.wav,neutral
1224,speech_emotion/data/training\Actor_26\26_01_01_01_chat_neutral.wav,neutral
1225,speech_emotion/data/training\Actor_26\26_01_01_01_check_neutral.wav,neutral
1226,speech_emotion/data/training\Actor_26\26_01_01_01_cheek_neutral.wav,neutral
1227,speech_emotion/data/training\Actor_26\26_01_01_01_chief_neutral.wav,neutral
1228,speech_emotion/data/training\Actor_26\26_01_01_01_choice_neutral.wav,neutral
1229,speech_emotion/data/training\Actor_26\26_01_01_01_cool_neutral.wav,neutral
1230,speech_emotion/data/training\Actor_26\26_01_01_01_dab_neutral.wav,neutral
1231,speech_emotion/data/training\Actor_26\26_01_01_01_date_neutral.wav,neutral
1232,speech_emotion/data/training\Actor_26\26_01_01_01_dead_neutral.wav,neutral
1233,speech_emotion/data/training\Actor_26\26_01_01_01_death_neutral.wav,neutral
1234,speech_emotion/data/training\Actor_26\26_01_01_01_deep_neutral.wav,neutral
1235,speech_emotion/data/training\Actor_26\26_01_01_01_dime_neutral.wav,neutral
1236,speech_emotion/data/training\Actor_26\26_01_01_01_dip_neutral.wav,neutral
1237,speech_emotion/data/training\Actor_26\26_01_01_01_ditch_neutral.wav,neutral
1238,speech_emotion/data/training\Actor_26\26_01_01_01_dodge_neutral.wav,neutral
1239,speech_emotion/data/training\Actor_26\26_01_01_01_dog_neutral.wav,neutral
1240,speech_emotion/data/training\Actor_26\26_01_01_01_doll_neutral.wav,neutral
1241,speech_emotion/data/training\Actor_26\26_01_01_01_door_neutral.wav,neutral
1242,speech_emotion/data/training\Actor_26\26_01_01_01_fail_neutral.wav,neutral
1243,speech_emotion/data/training\Actor_26\26_01_01_01_fall_neutral.wav,neutral
1244,speech_emotion/data/training\Actor_26\26_01_01_01_far_neutral.wav,neutral
1245,speech_emotion/data/training\Actor_26\26_01_01_01_fat_neutral.wav,neutral
1246,speech_emotion/data/training\Actor_26\26_01_01_01_fit_neutral.wav,neutral
1247,speech_emotion/data/training\Actor_26\26_01_01_01_five_neutral.wav,neutral
1248,speech_emotion/data/training\Actor_26\26_01_01_01_food_neutral.wav,neutral
1249,speech_emotion/data/training\Actor_26\26_01_01_01_gap_neutral.wav,neutral
1250,speech_emotion/data/training\Actor_26\26_01_01_01_gas_neutral.wav,neutral
1251,speech_emotion/data/training\Actor_26\26_01_01_01_gaze_neutral.wav,neutral
1252,speech_emotion/data/training\Actor_26\26_01_01_01_germ_neutral.wav,neutral
1253,speech_emotion/data/training\Actor_26\26_01_01_01_get_neutral.wav,neutral
1254,speech_emotion/data/training\Actor_26\26_01_01_01_gin_neutral.wav,neutral
1255,speech_emotion/data/training\Actor_26\26_01_01_01_goal_neutral.wav,neutral
1256,speech_emotion/data/training\Actor_26\26_01_01_01_good_neutral.wav,neutral
1257,speech_emotion/data/training\Actor_26\26_01_01_01_goose_neutral.wav,neutral
1258,speech_emotion/data/training\Actor_26\26_01_01_01_gun_neutral.wav,neutral
1259,speech_emotion/data/training\Actor_26\26_01_01_01_half_neutral.wav,neutral
1260,speech_emotion/data/training\Actor_26\26_01_01_01_hall_neutral.wav,neutral
1261,speech_emotion/data/training\Actor_26\26_01_01_01_hash_neutral.wav,neutral
1262,speech_emotion/data/training\Actor_26\26_01_01_01_hate_neutral.wav,neutral
1263,speech_emotion/data/training\Actor_26\26_01_01_01_have_neutral.wav,neutral
1264,speech_emotion/data/training\Actor_26\26_01_01_01_haze_neutral.wav,neutral
1265,speech_emotion/data/training\Actor_26\26_01_01_01_hire_neutral.wav,neutral
1266,speech_emotion/data/training\Actor_26\26_01_01_01_hit_neutral.wav,neutral
1267,speech_emotion/data/training\Actor_26\26_01_01_01_hole_neutral.wav,neutral
1268,speech_emotion/data/training\Actor_26\26_01_01_01_home_neutral.wav,neutral
1269,speech_emotion/data/training\Actor_26\26_01_01_01_hurl_neutral.wav,neutral
1270,speech_emotion/data/training\Actor_26\26_01_01_01_hush_neutral.wav,neutral
1271,speech_emotion/data/training\Actor_26\26_01_01_01_jail_neutral.wav,neutral
1272,speech_emotion/data/training\Actor_26\26_01_01_01_keep_neutral.wav,neutral
1273,speech_emotion/data/training\Actor_26\26_01_01_01_keg_neutral.wav,neutral
1274,speech_emotion/data/training\Actor_26\26_01_01_01_kick_neutral.wav,neutral
1275,speech_emotion/data/training\Actor_26\26_01_01_01_kill_neutral.wav,neutral
1276,speech_emotion/data/training\Actor_26\26_01_01_01_king_neutral.wav,neutral
1277,speech_emotion/data/training\Actor_26\26_01_01_01_kite_neutral.wav,neutral
1278,speech_emotion/data/training\Actor_26\26_01_01_01_knock_neutral.wav,neutral
1279,speech_emotion/data/training\Actor_26\26_01_01_01_late_neutral.wav,neutral
1280,speech_emotion/data/training\Actor_26\26_01_01_01_laud_neutral.wav,neutral
1281,speech_emotion/data/training\Actor_26\26_01_01_01_lean_neutral.wav,neutral
1282,speech_emotion/data/training\Actor_26\26_01_01_01_learn_neutral.wav,neutral
1283,speech_emotion/data/training\Actor_26\26_01_01_01_lease_neutral.wav,neutral
1284,speech_emotion/data/training\Actor_26\26_01_01_01_lid_neutral.wav,neutral
1285,speech_emotion/data/training\Actor_26\26_01_01_01_life_neutral.wav,neutral
1286,speech_emotion/data/training\Actor_26\26_01_01_01_limb_neutral.wav,neutral
1287,speech_emotion/data/training\Actor_26\26_01_01_01_live_neutral.wav,neutral
1288,speech_emotion/data/training\Actor_26\26_01_01_01_loaf_neutral.wav,neutral
1289,speech_emotion/data/training\Actor_26\26_01_01_01_long_neutral.wav,neutral
1290,speech_emotion/data/training\Actor_26\26_01_01_01_lore_neutral.wav,neutral
1291,speech_emotion/data/training\Actor_26\26_01_01_01_lose_neutral.wav,neutral
1292,speech_emotion/data/training\Actor_26\26_01_01_01_lot_neutral.wav,neutral
1293,speech_emotion/data/training\Actor_26\26_01_01_01_love_neutral.wav,neutral
1294,speech_emotion/data/training\Actor_26\26_01_01_01_luck_neutral.wav,neutral
1295,speech_emotion/data/training\Actor_26\26_01_01_01_make_neutral.wav,neutral
1296,speech_emotion/data/training\Actor_26\26_01_01_01_match_neutral.wav,neutral
1297,speech_emotion/data/training\Actor_26\26_01_01_01_merge_neutral.wav,neutral
1298,speech_emotion/data/training\Actor_26\26_01_01_01_mess_neutral.wav,neutral
1299,speech_emotion/data/training\Actor_26\26_01_01_01_met_neutral.wav,neutral
1300,speech_emotion/data/training\Actor_26\26_01_01_01_mill_neutral.wav,neutral
1301,speech_emotion/data/training\Actor_26\26_01_01_01_mob_neutral.wav,neutral
1302,speech_emotion/data/training\Actor_26\26_01_01_01_mode_neutral.wav,neutral
1303,speech_emotion/data/training\Actor_26\26_01_01_01_mood_neutral.wav,neutral
1304,speech_emotion/data/training\Actor_26\26_01_01_01_moon_neutral.wav,neutral
1305,speech_emotion/data/training\Actor_26\26_01_01_01_mop_neutral.wav,neutral
1306,speech_emotion/data/training\Actor_26\26_01_01_01_mouse_neutral.wav,neutral
1307,speech_emotion/data/training\Actor_26\26_01_01_01_nag_neutral.wav,neutral
1308,speech_emotion/data/training\Actor_26\26_01_01_01_name_neutral.wav,neutral
1309,speech_emotion/data/training\Actor_26\26_01_01_01_near_neutral.wav,neutral
1310,speech_emotion/data/training\Actor_26\26_01_01_01_neat_neutral.wav,neutral
1311,speech_emotion/data/training\Actor_26\26_01_01_01_nice_neutral.wav,neutral
1312,speech_emotion/data/training\Actor_26\26_01_01_01_note_neutral.wav,neutral
1313,speech_emotion/data/training\Actor_26\26_01_01_01_numb_neutral.wav,neutral
1314,speech_emotion/data/training\Actor_26\26_01_01_01_pad_neutral.wav,neutral
1315,speech_emotion/data/training\Actor_26\26_01_01_01_page_neutral.wav,neutral
1316,speech_emotion/data/training\Actor_26\26_01_01_01_pain_neutral.wav,neutral
1317,speech_emotion/data/training\Actor_26\26_01_01_01_pass_neutral.wav,neutral
1318,speech_emotion/data/training\Actor_26\26_01_01_01_pearl_neutral.wav,neutral
1319,speech_emotion/data/training\Actor_26\26_01_01_01_peg_neutral.wav,neutral
1320,speech_emotion/data/training\Actor_26\26_01_01_01_perch_neutral.wav,neutral
1321,speech_emotion/data/training\Actor_26\26_01_01_01_phone_neutral.wav,neutral
1322,speech_emotion/data/training\Actor_26\26_01_01_01_pick_neutral.wav,neutral
1323,speech_emotion/data/training\Actor_26\26_01_01_01_pike_neutral.wav,neutral
1324,speech_emotion/data/training\Actor_26\26_01_01_01_pole_neutral.wav,neutral
1325,speech_emotion/data/training\Actor_26\26_01_01_01_pool_neutral.wav,neutral
1326,speech_emotion/data/training\Actor_26\26_01_01_01_puff_neutral.wav,neutral
1327,speech_emotion/data/training\Actor_26\26_01_01_01_rag_neutral.wav,neutral
1328,speech_emotion/data/training\Actor_26\26_01_01_01_raid_neutral.wav,neutral
1329,speech_emotion/data/training\Actor_26\26_01_01_01_rain_neutral.wav,neutral
1330,speech_emotion/data/training\Actor_26\26_01_01_01_raise_neutral.wav,neutral
1331,speech_emotion/data/training\Actor_26\26_01_01_01_rat_neutral.wav,neutral
1332,speech_emotion/data/training\Actor_26\26_01_01_01_reach_neutral.wav,neutral
1333,speech_emotion/data/training\Actor_26\26_01_01_01_read_neutral.wav,neutral
1334,speech_emotion/data/training\Actor_26\26_01_01_01_red_neutral.wav,neutral
